permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
M01438918-I1-GC,M01438918-I1,Initial Permit,2026-09-17,2026-09-15,2026-12-23,General Construction,General Construction as shown on plans filed herewith. No Change to use egress or occupancy.,99981.42,26,BROADWAY,Manhattan,10004,GC,"I & G GROUP, INC","1384 BROADWAY, SUITE 1004",BROADWAY 26 WATERVIEW LLC,,,Permit Issued
M01439344-S1-EW-SP,M01439344-S1,Initial Permit,2026-09-17,2026-09-16,2027-04-25,Plumbing,"FILING HEREWITH PLUMBING AND SPRINKLER WORK TYPE IN CONNECTION WITH THE RENOVATION OF EXISTING GROUND FLOOR TENANT COMMERICAL SPACE. NO CHANGE IN USE, EGRESS, AND OCCUPANCY INVOLVED UNDER THIS APPLICAITON.",18500,235,WEST 46 STREET,Manhattan,10036,F,PETER PLUMBING ASSOC. INC,129-09 26TH AVENUE,"RFR REALTY, LLC",,,Permit Issued
M01439344-S1-PL,M01439344-S1,Initial Permit,2026-09-17,2026-09-16,2027-04-25,Sprinklers,"FILING HEREWITH PLUMBING AND SPRINKLER WORK TYPE IN CONNECTION WITH THE RENOVATION OF EXISTING GROUND FLOOR TENANT COMMERICAL SPACE. NO CHANGE IN USE, EGRESS, AND OCCUPANCY INVOLVED UNDER THIS APPLICAITON.",18500,235,WEST 46 STREET,Manhattan,10036,P,PETER PLUMBING ASSOC. INC,129-09 26TH AVENUE,"RFR REALTY, LLC",,,Permit Issued
M01439555-I1-GC,M01439555-I1,Initial Permit,2026-09-17,2026-09-14,2027-04-01,General Construction,"Minor interior demolition. Removal & disposal of interior partitions, doors, suspended ceilings, flooring and finishes on the 40th Floor as per plans (Hines - Demo.) No change to use, egress or occupancy.",243581,3,BRYANT PARK,Manhattan,10036,GC,THEODORE WILLIAMS CONSTR,641 LEXINGTON AVE,HINES INTERESTS LIMITED PARTNERSHIP,,,Permit Issued
M01439672-I1-SG,M01439672-I1,Initial Permit,2026-09-17,2026-09-10,2026-10-31,Sign,"Propose to install non-advertising sign. No change in use, egress, or occupancy.",1000,255,VESEY STREET,Manhattan,10282,S,SERVICE SIGN ERECTORS CO,120 EAST 131ST STREET,Not Applicable,,,Permit Issued
M01439673-I1-SG,M01439673-I1,Initial Permit,2026-09-17,2026-09-14,2026-10-31,Sign,"Propose to install non-advertising sign. No change in use, egress, or occupancy.",1000,255,VESEY STREET,Manhattan,10282,S,SERVICE SIGN ERECTORS CO,120 EAST 131ST STREET,Not Applicable,,,Permit Issued
M01440111-S1-PL,M01440111-S1,Initial Permit,2026-09-17,2026-08-19,2026-10-12,Plumbing,additions/ modifications to existing plumbing system per plans filed herewith . No change to use egress or occupancy.,35000,220,EAST 72 STREET,Manhattan,10021,P,BEK PLBG & HTG LLC,16-34 HANCOCK STREET,101 WEST END REIT LLC,,,Permit Issued
M01440597-S3-EW-SP,M01440597-S3,Initial Permit,2026-09-17,2026-09-11,2026-12-31,Sprinklers,"SPRINKLER MODIFICATIONS TAKING PLACE ON THE 12TH FLOOR AS PER DRAWINGS FILED HEREWITH. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",13996.3,110,EAST 60 STREET,Manhattan,10022,F,FIVE BOROUGH NYC LLC,121-06 22ND AVENUE,Lincoln Property Company,,,Permit Issued
M01440639-S2-EW-SP,M01440639-S2,Initial Permit,2026-09-17,2026-09-15,2027-02-03,Sprinklers,RELOCATION OF (1) EXISTING SPRINKLER HEAD IN IT ROOM ON 30TH FL AS PER PLANS,2000,888,7 AVENUE,Manhattan,10106,F,BEDROCK MECHANICAL INC,101-14 JAMAICA AVENUE,,,,Permit Issued
M01440971-I1-GC,M01440971-I1,Initial Permit,2026-09-17,2026-09-16,2026-12-23,General Construction,"Interior renovations to the existing office space including removal and installation of non-load bearing partitions and related finishes. No change in use, egress or occupancy.",230000,401,5 AVENUE,Manhattan,10016,GC,"I & G GROUP, INC","1384 BROADWAY, SUITE 1004",THE CHETRIT GROUP,,,Permit Issued
M01441283-I1-MS,M01441283-I1,Initial Permit,2026-09-17,2026-09-15,2026-12-31,Mechanical Systems,New Mechanical system heat pump AC unit equipment with related piping and ductwork as shown on drawings.,26000,282,WEST 132 STREET,Manhattan,10027,GC,1 ARBOR LLC,1222 AVENUE M STE 302,PR,,,Permit Issued
M01441307-I1-PL,M01441307-I1,Initial Permit,2026-09-17,2026-08-17,2026-11-10,Plumbing,"AT 27TH FLOOR NORTH TENANT SPACE, INSTALLATION OF PLUMBING FIXTURES AND RELATED PIPING AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY OR EGRESS.",20000,1250,BROADWAY,Manhattan,10001,P,A&A PLUMBING CORP,33-25 126TH PLACE,1250 BROADWAY ASSOCIATES LLC,,,Permit Issued
M01441703-S1-PL,M01441703-S1,Initial Permit,2026-09-17,2026-08-19,2027-08-12,Plumbing,"Plumbing work file in conjunction with apartment renovation. No change to use, egress or occupancy.",24000,40,EAST END AVENUE,Manhattan,10028,P,FORTE EXPRESS P & H INC,"153 WEST 27TH STREET, 10TH FL",Orsid Realty Corp,,,Permit Issued
M01442322-S1-PL,M01442322-S1,Initial Permit,2026-09-17,2026-08-12,2027-06-30,Plumbing,"Interior renovation of existing commercial space to Install two new hand sink, two double basin lavatory and water closet, etc.",8000,279,ST NICHOLAS AVENUE,Manhattan,10027,P,SIGNORE & SONS PLBG CORP,2237 WEBSTER AVENUE,"MONARCH REALTY HOLDINGS, LLC",,,Permit Issued
M01443178-I1-GC,M01443178-I1,Initial Permit,2026-09-17,2026-09-01,2027-02-24,General Construction,"INTERIOR RENOVATION OF KITCHEN AND BATHROOM IN APARTMENT 6A AS PER PLANS FILED HEREWITH. NO CHANGE IN USE , EGRESS, OR OCCUPANCY. PL TO BE FILED SEPERATELLY",80000,1060,PARK AVENUE,Manhattan,10128,GC,STRUCTURE TECH WATERPROOF,"38-11 DITMARS BLVD, SUITE 758",,,,Permit Issued
M01444052-I1-GC,M01444052-I1,Initial Permit,2026-09-17,2026-09-01,2026-12-31,General Construction,Application filed for tenant fit-out at the 6th floor.,965028.24,119,WEST 125 STREET,Manhattan,10027,GC,ARCHSTONE BUILDERS LLC,"242.WEST 30TH STREET, SUITE#1003",PR,,,Permit Issued
M01444052-S1-MS,M01444052-S1,Initial Permit,2026-09-17,2026-09-01,2026-12-31,Mechanical Systems,Mechanical work for tenant space at the 6th floor,300023.46,119,WEST 125 STREET,Manhattan,10027,GC,ARCHSTONE BUILDERS LLC,"242.WEST 30TH STREET, SUITE#1003",PR,,,Permit Issued
M01444584-S1-PL,M01444584-S1,Initial Permit,2026-09-17,2026-08-19,2027-03-13,Plumbing,"NEW DOMESTIC WATER, SANITARY WASTE, AND SANITARY VENT PIPING DISTRIBUTION AS WELL AS AN ELECTRIC INSTANTANEOUS WATER HEATER TO SUPPORT THE PROPOSED PLUMBING SINK.",25000,30,ROCKEFELLER PLAZA,Manhattan,10112,P,GEOFFREY A. LAGAS & ASSOC,630 5TH AVE AVE SB 101,Not Applicable,,,Permit Issued
M01444660-I1-GC,M01444660-I1,Initial Permit,2026-09-17,2026-09-03,2027-04-01,General Construction,"NON-ILLUMINATED NON-ADVERTISING ACCESSORY ATM CANOPY WITH DOWN LIGHTING AND NON-ILLUMINATED LETTERING - WELLS FARGO. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",4800,1972,BROADWAY,Manhattan,10023,GC,ULTIMATE SIGNS & DESIGNS,13709 EASTGATE PLAZA,PR,,,Permit Issued
M01444699-S1-PL,M01444699-S1,Initial Permit,2026-09-17,2026-09-03,2026-12-29,Plumbing,"PLUMBING WORK FILED IN CONJUNCTION WITH RENOVATION OF APARTMENT #4A. REPLACE FIXTURES IN POWDER ROOM AND GUEST BATHROOM, RELOCATE FIXTURES IN MASTER BATHROOM AND KITCHEN AND INSTALL NEW LAUNDRY FIXTURES. NO CHANGE IN USE, OCCUPANCY OR EGRES",48000,40,EAST 84 STREET,Manhattan,10028,P,ACCURATE MECHANICAL INC,2060 ANTIN PLACE,,,,Permit Issued
M01444737-I1-SC,M01444737-I1,Initial Permit,2026-09-17,2026-09-17,2026-10-31,Suspended Scaffold,"INSTALLATION AND USE OF OF TEMPORARY SUSPENDED SCAFFOLD EQUIPMENT OVER CATWALK AT MOUNT SINAI MEDICAL CENTER AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",0,1190,FIFTH AVENUE,Manhattan,10029,R,B&A RESTORATION CONTR.INC,25-21 49TH STREET,PR,,,Permit Issued
M01444849-S1-PL,M01444849-S1,Initial Permit,2026-09-17,2026-09-15,2027-07-01,Plumbing,"Filing herewith plumbing scope for the replacement of CB grate and drain body; tie-ins are filed under separate application (not under this application). The scope proposed here is replacement in kind essentially. No change in use, occupanc",75000,20,LINCOLN CENTER PLAZA,Manhattan,10023,P,ASPRO PLUMBING INC,127-08 MERRICK BLVD,DAVID H KOCH THEATER AT LINCOLN CEN,,,Permit Issued
M01445189-I1-PL,M01445189-I1,Initial Permit,2026-09-17,2026-09-15,2026-10-31,Plumbing,"Installation of kitchen pantry, 2 ADA restrooms, a wellness room sink, a bottle filler coffee machine. Existing fixtures in core restroom to be replaced in kind. Rough-in piping to remain in core restroom. New installation of sprinklers, br",367330.25,277,PARK AVENUE,Manhattan,10172,P,"PAR PLUMBING CO., INC",101 PARK AVENUE LOWER LOBBY,"277 PARK AVENUE, LLC",,,Permit Issued
M01445423-I1-GC,M01445423-I1,Initial Permit,2026-09-17,2026-09-11,2026-10-31,General Construction,"NON-ILLUMINATED NON-ADVERTISING ACCESSORY STOREFRONT AWNING - THE UPS STORE. NO CHANGE OF USE, EGRESS OR OCCUPANCY.",5400,393,CANAL STREET,Manhattan,10013,GC,"L.S. SIGN CO., INC",16-40 CENTRE STREET,Not Applicable,,,Permit Issued
M01446288-I1-SC,M01446288-I1,Initial Permit,2026-09-17,2026-09-15,2026-10-31,Suspended Scaffold,Installation of suspended scaffold for facade inspection/repair.,0,272,WEST 107 STREET,Manhattan,10025,R,STREAMLINE CONSULTANTS NY,111-11 101ST STREET FL.1,"SOLSTICE RESIDENTIAL GROUP, LLC",,,Permit Issued
M01446956-I1-GC,M01446956-I1,Initial Permit,2026-09-17,2026-09-16,2027-08-31,General Construction,"GENERAL CONSTRUCTION WORK ON THE 27TH CONSTRUCTION FLOOR (28TH MARKETING) AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",22540,32,OLD SLIP,Manhattan,10005,GC,CLUNE CONSTRUCTION CO LP,"655 THIRD AVENUE, 10TH FLOOR",Not Applicable,,,Permit Issued
M01447018-I1-MS,M01447018-I1,Initial Permit,2026-09-17,2026-09-11,2026-12-27,Mechanical Systems,"Propose to install one (1) water cooled condensing unit, one (1) air-handling unit and three (3) ceiling cassettes. No change to use, egress or occupancy.",65000,1776,BROADWAY,Manhattan,10019,GC,REMI INTERIORS INC,16 HARNESS LANE,Resolution Real Estate,,,Permit Issued
M01447050-I1-MS,M01447050-I1,Initial Permit,2026-09-17,2026-08-28,2027-06-30,Mechanical Systems,"EXISTING COMMERCIAL KITCHEN VENTING ALTERATIONS INCLUDING REPLACEMENT GREASE EXHAUST FAN, EXTENSION OF GREASE DUCT TO ROOF, NEW MAKEUP AIR SYSTEM UNDER MECHANICAL WORK TYPE ONLY. NO CHANGE IN USE, EGRESS OR OCCUPANCY",15000,45,BEEKMAN STREET,Manhattan,10038,GC,DONE RIGHT HOOD & FIRE SA,317 LIBERTY AVE,PR,,,Permit Issued
M01447136-I1-ST,M01447136-I1,Initial Permit,2026-09-17,2026-09-09,2026-12-31,Structural,"Utilize,repair, or modify existing reusable connection points on the bldg for temp decorative holiday displays as shown on plans. Pursuant to 28-105.4.5, #6 AC,these points may be reused perpetually for such displays.No change in use, egres",5000,23,EAST 57 STREET,Manhattan,10022,GC,"DEZAIO PRODUCTIONS, INC","20-10 MAPLE AVE, BLDG 31C",PR,,,Permit Issued
M01448290-I1-SC,M01448290-I1,Initial Permit,2026-09-17,2026-09-17,2026-10-19,Suspended Scaffold,Installation of a suspended scaffold for Facade Inspection and repair as per plan submitted. No change to egress or occupancy.,0,432,PARK AVENUE,Manhattan,10022,R,NEW AMSTERDAM RESTORATION,60-06 55TH DRIVE,PR,,,Permit Issued
M01448301-I1-MS,M01448301-I1,Initial Permit,2026-09-17,2026-09-11,2027-07-01,Mechanical Systems,Mechanical changes as indicated on plans..,61720,100,PARK AVENUE,Manhattan,10017,GC,A.W. & S. CONSTRUCTION CO,211 EAST 43RD STREET 21ST FL,SL GREEN REALTY CORP,,,Permit Issued
M01448855-I1-BE,M01448855-I1,Initial Permit,2026-09-17,2026-09-14,2026-12-31,Boiler Equipment,REPLACEMENT (1) NEW LOW PRESSURE BOILER. REPLACEMENT (1) NEW COMBINATION GAS/OIL BURNER. NO CHANGE IN MEANS OF EGRESS USE GROUP OR OCCUPANCY.,300000,1200,BROADWAY,Manhattan,10001,O,APPROVED OIL CO OF BKLYN,6717 4TH AVENUE,Not Applicable,,,Permit Issued
M01448855-S2-GC,M01448855-S2,Initial Permit,2026-09-17,2026-09-16,2026-12-31,General Construction,NEW STEAM TRAPS ON RETURNS AND CONDENSATE TANKS. NO CHANGE IN MEANS OF EGRESS USE GROUP OR OCCUPANCY.,79500,1200,BROADWAY,Manhattan,10001,GC,BELL FUEL OIL LLC,6717 4 AVENUE FL 1,Not Applicable,,,Permit Issued
M01449028-I1-MS,M01449028-I1,Initial Permit,2026-09-17,2026-09-16,2027-01-03,Mechanical Systems,MECHANICAL SYSTEMS ALTERATIONS IN EXISTING BLDG - REPLACEMENT OF SPLIT SYSTEMS SERVING EXISTING OFFICE SPACES.,72000,240,MADISON AVENUE,Manhattan,10016,GC,MALEK & RAKSHAN ASS,26 OAK ROAD,Bluestar Alliance,,,Permit Issued
M01449634-I1-GC,M01449634-I1,Initial Permit,2026-09-17,2026-09-03,2027-02-15,General Construction,"PROPOSED EXTERIOR FACADE RESTORATION AS PER PLANS FILED HEREWITH.NO CHANGE IN USE, EGRESS OR OCCUPANCY.",50540,1854,7 AVENUE,Manhattan,10026,GC,ZORIA CONSTRUCTION NY INC,32 HILL AVENUE,PR,,,Permit Issued
M01449662-I1-GC,M01449662-I1,Initial Permit,2026-09-17,2026-09-03,2027-02-15,General Construction,"PROPOSED EXTERIOR FACADE RESTORATION AS PER PLANS FILED HEREWITH.NO CHANGE IN USE, EGRESS OR OCCUPANCY.",40000,1858,7 AVENUE,Manhattan,10026,GC,ZORIA CONSTRUCTION NY INC,32 HILL AVENUE,PR,,,Permit Issued
M01450198-I1-GC,M01450198-I1,Initial Permit,2026-09-17,2026-09-11,2026-12-30,General Construction,"GP3 OR20: MODIFICATION TO INTERIOR PARTITIONS AND FINISHES TO ACCOMMODATE THE OR20 ROOM UPGRADE, GREENBERG PAVILION, IN THE EXISTING HOSPITAL BUILDING. NO CHANGE TO ZONING, USE, EGRESS OR OCCUPANCY.",300000,541,EAST 68 STREET,Manhattan,10065,GC,CONSIGLI CONSTRUCTION CO,72 SUMNER STREET,NEW YORK PRESBYTERIAN HOSPITAL,,,Permit Issued
M01450299-I1-SC,M01450299-I1,Initial Permit,2026-09-17,2026-09-16,2026-12-22,Suspended Scaffold,Installation of a suspended scaffold for Facade Inspection and repair as per plan submitted. No change to egress or occupancy.,0,201,WEST 21 STREET,Manhattan,10011,R,J&S WATERPROOFING LLC,14 OLIVE STREET,PR,,,Permit Issued
M01450793-I1-SC,M01450793-I1,Initial Permit,2026-09-17,2026-09-17,2026-12-21,Suspended Scaffold,Suspended Scaffold for Facade Restoration as Shown on Plans,0,295,CONVENT AVENUE,Manhattan,10031,R,SHR3 CONSTRUCTION CORP,281 LIBERTY AVE,A1 FANTASTIC CONSTRUCTION,,,Permit Issued
M01451267-I1-MS,M01451267-I1,Initial Permit,2026-09-17,2026-09-09,2026-12-31,Mechanical Systems,"Respectfully request to install mini spilt system with associated ductwork. No change in use, egress, or occupancy.",150000,895,WEST END AVENUE,Manhattan,10025,GC,ALL MAKES HTG & A/C CORP,365 WHITE PLAINS RD,"DYNAMIC BUILDING CONSULTANTS, INC",,,Permit Issued
M01452861-I1-GC,M01452861-I1,Initial Permit,2026-09-17,2026-09-15,2026-10-31,General Construction,"Minor demolition with installation of new interior partitions, doors, suspended ceilings and finishes on 9th Floor as per plans. No change to use, egress or occupancy.",615000,810,SEVENTH AVENUE,Manhattan,10019,GC,TURNER CONSTRUCTION COMPA,66 HUDSON BLVD E,SL GREEN REALTY CORP,,,Permit Issued
M01452869-I1-MS,M01452869-I1,Initial Permit,2026-09-17,2026-09-11,2026-10-31,Mechanical Systems,"Modifications to the existing HVAC system on the 9th floor as per plans. No change to use, egress or occupancy.",150000,810,7 AVENUE,Manhattan,10019,GC,TURNER CONSTRUCTION COMPA,66 HUDSON BLVD E,SL GREEN REALTY CORP,,,Permit Issued
M01454676-I1-GC,M01454676-I1,Initial Permit,2026-09-17,2026-09-14,2027-07-01,General Construction,"INTERIOR COMMERCIAL SPACE RENOVATION AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",68000,520,MADISON AVENUE,Manhattan,10022,GC,A.W. & S. CONSTRUCTION CO,211 EAST 43RD STREET 21ST FL,RCPI Landmarks LLC,,,Permit Issued
M01454676-S1-MS,M01454676-S1,Initial Permit,2026-09-17,2026-09-14,2027-07-01,Mechanical Systems,"NEW VAV BALANCING AND CONTROLS AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY.",9000,520,MADISON AVENUE,Manhattan,10022,GC,A.W. & S. CONSTRUCTION CO,211 EAST 43RD STREET 21ST FL,RCPI Landmarks LLC,,,Permit Issued
M01454807-I1-EW-SP,M01454807-I1,Initial Permit,2026-09-17,2026-09-11,2026-12-31,Sprinklers,Installation of temporary sprinkler loop on the 8th floor as indicated on drawings,32900,1,PENN PLAZA,Manhattan,10119,F,ALLSTATE SPRINKLER LLC,1869 WHITE PLAINS ROAD,VORNADO REALTY TRUST,,,Permit Issued
M01455406-I1-MS,M01455406-I1,Initial Permit,2026-09-17,2026-09-15,2026-12-29,Mechanical Systems,FILING FOR 5 TON SPLIT AC UNIT FOR WELCOME CENTER AT 250 FIRST AVE. OBTAIN CERTIFICAGTE OF COMPLIANCE. MECHANICAL WORKTYPE FILED AND SIGNED OFF UNDER 122263460.,20000,250,FIRST AVENUE,Manhattan,10009,GC,METRO MECHANICAL LLC,8815 DITMAS AVENUE,BPP ST OWNER LLC,,,Permit Issued
M01455514-I1-GC,M01455514-I1,Initial Permit,2026-09-17,2026-09-16,2027-09-17,General Construction,"Removal of Interior non load bearing partitions partitions. No change in occupancy, use or egress.",52000,920,BROADWAY,Manhattan,10010,GC,JT MAGEN & COMPANY INC,"44 WEST 28TH STREET, 11TH FL",PR,,,Permit Issued
M01455534-I1-PL,M01455534-I1,Initial Permit,2026-09-17,2026-09-17,2027-01-01,Plumbing,"Modifications to the existing plumbing system on the 20th & 21st Floors (TD Securities) as per plans. No change to use, egress or occupancy.",6000,125,PARK AVENUE,Manhattan,10017,P,ASHLAND PLUMBING CORP,708 THIRD AVENUE,,,,Permit Issued
M01456857-I1-GC,M01456857-I1,Initial Permit,2026-09-17,2026-09-16,2026-10-01,General Construction,"Foster Display Group to install a temporary booth, Bandai (Tamashii) Booth #2417, within an existing exhibition building on LVL 3 / Exhibit Hall 3B for New York Comic Con 2026. Scheduled October 05 - 13, 2026. No change in use, egress, or o",20000,601,WEST 34 STREET,Manhattan,10001,GC,NY CONVENTION CENTER,655 WEST 34TH STREET,KENNETH J. SANCHEZ,,,Permit Issued
M01457317-I1-FN,M01457317-I1,Initial Permit,2026-09-17,2026-09-14,2027-01-26,Construction Fence,"INSTALLATION OF TEMPORARY CONSTRUCTION FENCE AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",10000,500,WEST 42 STREET,Manhattan,10036,GC,CH CO INC,14-37 30TH ROAD,CH CO INC,,,Permit Issued
M01457417-I1-GC,M01457417-I1,Initial Permit,2026-09-17,2026-09-14,2026-11-03,General Construction,"INTERIOR ALTERATIONS OF EXISTING GROUND FLOOR COMMERCIAL TENANT SPACE TO INCLUDE NON-LOAD BEARING DEMO, PARTITION AND FINISHES WORK. NO CHANGE TO USE, OCCUPANCY OR EGRESS",50000,111,JOHN STREET,Manhattan,10038,GC,L & L PROPETY ENTERPRISES,1649 WOODLAND AVENUE,"7-Eleven, Inc.",,,Permit Issued
M01458614-I1-PL,M01458614-I1,Initial Permit,2026-09-17,2026-09-15,2026-12-11,Plumbing,"INTERIOR PLUMBING WORK FOR THE INSTALLATION OF 2 NEW LAVS, 2 NEW TOILETS & UNDERGROUND PIPING FOR WASTE & VENT FOR NEW BATHROOMS IN CONJUNCTION WITH GC APPLICATION #M01404698. NO CHANGE TO USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",20000,140,WEST 46 STREET,Manhattan,10036,P,J&M PLUMBING OF WESTCHEST,284 E. 236TH STREET,PMACS HOSPITALITY,,,Permit Issued
M01458662-I1-SH,M01458662-I1,Initial Permit,2026-09-17,2026-09-17,2026-12-16,Sidewalk Shed,"installation of heavy duty sidewalk shed. no change in use, occupancy or egress. all work to comply with chapter 33 of nycbc",4000,422,EAST 116 STREET,Manhattan,10029,GC,KINGS GROUP NY CORP,183-02 LIBERTY AVE,KINGS GROUP NY CORP,,,Permit Issued
M01459542-S1-PMM,M01459542-S1,Initial Permit,2026-09-17,2026-09-17,2027-06-27,Protection and Mechanical Methods,"INSTALLATION OF A TEMPORARY ROOF PROTECTION AS PER PLANS DURING GENERAL CONSTRUCTION. NO CHANGE IN USE, EGRESS OR OCCUPANCY. ROOF PROTECTION TO COMPLY WITH 2022 NYC BUILDING CODE, CHAPTER 33.",5000,33,WEST 124 STREET,Manhattan,10027,GC,CONSOLIDATED SCAFFOLDING,20 PARK ROAD,CONSOLIDATED SCAFFOLDING INC.,,,Permit Issued
M01459829-I1-GC,M01459829-I1,Initial Permit,2026-09-17,2026-09-16,2026-10-12,General Construction,"Temporary and portable structures for a Red Bull Origins event at Gotham Park. Removed at the end of the programing. No changes to existing structures, use or egress.",7500,1,MANHATTAN PLAZA,Manhattan,10007,GC,NEW YORK DESIGN & CONST,110 PROSPECT STREET,The Boardr,,,Permit Issued
M01460232-I1-GC,M01460232-I1,Initial Permit,2026-09-17,2026-09-16,2027-06-30,General Construction,"Temporary platform for Return of The Buffalo adjacent to Bowling Green. Removed at the end of the programing. No changes to existing structures, use or egress.NYC Parks permit number is 947467.",2000,1,MANHATTAN PLAZA,Manhattan,10007,GC,"ST.ANN'S WAREHOUSE,INC",45 WATER STREET,St. Ann's Warehouse,,,Permit Issued
M01460728-I1-PMM,M01460728-I1,Initial Permit,2026-09-17,2026-09-17,2027-02-17,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY PLATFORM AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY SHALL COMPLY WITH CHAPTER#33 OF 2022 THE NY BUILDING CODE.",1000,262,5 AVENUE,Manhattan,10001,GC,ANDAMIO SCAFFOLDING LLC,20 BURLING LANE (BOX 4-1),FIVE POINTS 262 PROJECT LLC,,,Permit Issued
M01460732-I1-PMM,M01460732-I1,Initial Permit,2026-09-17,2026-09-17,2027-02-17,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY PROTECTION AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY SHALL COMPLY WITH CHAPTER#33 OF 2022 THE NY BUILDING CODE.",1000,262,5 AVENUE,Manhattan,10001,GC,ANDAMIO SCAFFOLDING LLC,20 BURLING LANE (BOX 4-1),FIVE POINTS 262 PROJECT LLC,,,Permit Issued
M01460779-I1-GC,M01460779-I1,Initial Permit,2026-09-17,2026-09-16,2026-10-01,General Construction,"Temporary tent on the sidewalk for a red carpet, adjacent to the Chelsea Hotel on W23rd Street. Removed at the end of the programing. No changes to existing structures, use or egress. MOFTB permit # 47608",5000,1,MANHATTAN PLAZA,Manhattan,10007,GC,ACE RENTAL CORP,22 HARBOR PARK DRIVE,ACE RENTAL CORP,,,Permit Issued
M01460814-I1-PMM,M01460814-I1,Initial Permit,2026-09-17,2026-09-17,2026-12-31,Protection and Mechanical Methods,"INSTALLATION OF TEMPORARY OVERHEAD PROTECTION IN ACCORDANCE WITH NYCC 2022 CHAPTER 33 BUILDING CODE. NO CHANGE IN EGRESS, USE, OR OCCUPANCY.",1000,4,WEST 40 STREET,Manhattan,10018,GC,ADVANCED SCAFFOLD SER.LLC,620 R OAKWOOD AVENUE,PR,,,Permit Issued
M01461396-I1-SF,M01461396-I1,Initial Permit,2026-09-17,2026-09-17,2027-01-19,Supported Scaffold,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. SIDEWALK SHED AND PIPE SCAFFOLDING SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,4,EAST 74 STREET,Manhattan,10021,GC,PLATINUM SERVICES NY LLC,53-28 11TH STREET 2ND FL,PLATINUM SERVICES NY LLC,,,Permit Issued
M01461396-I1-SH,M01461396-I1,Initial Permit,2026-09-17,2026-09-17,2026-12-16,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AND PIPE SCAFFOLDING AS PER PLANS. SIDEWALK SHED AND PIPE SCAFFOLDING SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",5000,4,EAST 74 STREET,Manhattan,10021,GC,PLATINUM SERVICES NY LLC,53-28 11TH STREET 2ND FL,PLATINUM SERVICES NY LLC,,,Permit Issued
M01461431-I1-SF,M01461431-I1,Initial Permit,2026-09-17,2026-09-17,2027-01-19,Supported Scaffold,"PROPOSED INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLANS. WORK SHALL COMPLY WITH CHAPTER #33 OF 2022 THE NYC BUILDING CODE. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",1000,79,CLINTON STREET,Manhattan,10002,GC,PLATINUM SERVICES NY LLC,53-28 11TH STREET 2ND FL,PLATINUM SERVICES NY LLC,,,Permit Issued
M08054534-I1-MS,M08054534-I1,Initial Permit,2026-09-17,2023-12-04,2027-04-01,Mechanical Systems,"MECHANICAL INSTALLATION OF THROUGH WALL UNITS AND EQUIPMENT IN CONJUNCTION WITH THE RENOVATION OF APARTMENT 9B ON THE 9TH FLOOR AS PER PLANS FILED HEREWITH. NO CHANGE TO USE, EGRESS, OR OCCUPANCY",27000,300,CENTRAL PARK WEST,Manhattan,10024,GC,MAIN STREET PROPERTIES US,38 MT. GREY ROAD,300 CPW APARTMENTS CORP.,,,Permit Issued
Q00617404-S4-FO-EA,Q00617404-S4,Initial Permit,2026-09-17,2026-09-02,2027-02-01,Earth Work,FOUNDATION & EARTHWORK FILED SUBSEQUENTLY TO NB JOB #Q00617404,1000,31-06,24 ROAD,Queens,11102,GC,CITY WIDE BUILDERS GRP IN,"31 SPENCER STREET., 11TH FL",THE VAJA GROUP,,,Permit Issued
